0	7.800000
1	8.400000
2	11.700000
3	11.200000
4	8.600000
5	20.900000
6	7.200000
7	10.200000
8	19.600000
9	10.100000
10	16.900000
11	6.200000
12	9.900000
13	19.100000
14	13.200000
15	17.800000
16	21.600000
17	18.100000
18	10.000000
19	9.900000
20	11.100000
21	9.300000
22	15.300000
23	5.700000
24	14.100000
25	17.600000
26	18.000000
27	15.000000
28	6.700000
29	1.000000
30	6.100000
31	27.900000
32	10.700000
33	4.400000
34	2.200000
35	9.100000
36	5.100000
37	13.500000
38	9.800000
39	14.100000
40	18.100000
41	15.200000
42	13.000000
43	19.500000
44	15.600000
45	10.700000
46	1.800000
47	21.900000
48	10.300000
49	9.300000
50	8.500000
51	20.100000
52	10.200000
53	15.400000
54	10.100000
55	8.800000
56	8.300000
57	11.800000
58	17.100000
59	3.000000
60	9.600000
61	14.100000
62	16.900000
63	24.300000
64	4.000000
65	0.000000
66	4.200000
67	17.700000
68	3.700000
69	15.600000
70	6.700000
71	19.800000
72	8.300000
73	1.400000
74	7.500000
75	13.800000
76	8.100000
77	12.900000
78	20.300000
79	5.300000
80	30.400000
81	27.300000
82	20.400000
83	17.300000
84	6.700000
85	0.000000
86	15.800000
87	10.500000
88	9.600000
89	9.200000
90	14.800000
91	8.900000
92	3.300000
93	12.900000
94	7.400000
95	3.600000
96	15.600000
97	20.600000
98	8.800000
99	12.300000
100	42.000000
101	10.000000
102	8.000000
103	13.200000
104	7.500000
105	17.700000
106	19.100000
107	9.300000
108	8.600000
109	4.300000
110	6.800000
111	4.900000
112	11.000000
113	13.900000
114	3.700000
115	6.500000
116	17.800000
117	10.000000
118	17.900000
119	15.700000
120	14.600000
121	7.200000
122	9.200000
123	1.400000
124	6.700000
125	8.100000
126	20.000000
127	23.300000
128	8.700000
129	8.400000
130	7.700000
131	19.700000
132	7.900000
133	1.700000
134	12.200000
135	12.800000
136	7.400000
137	10.900000
138	9.700000
139	3.700000
140	30.300000
141	11.600000
142	14.100000
143	0.800000
144	7.400000
145	14.300000
146	17.300000
147	9.700000
148	3.600000
149	5.800000
150	5.900000
151	4.800000
152	5.600000
153	13.800000
154	4.900000
155	13.400000
156	7.600000
157	16.900000
158	5.200000
159	14.400000
160	19.900000
161	7.800000
162	18.900000
163	14.900000
164	6.800000
165	0.200000
166	5.100000
167	17.400000
168	8.600000
169	15.200000
170	4.400000
171	3.800000
172	-0.100000
173	0.000000
174	2.400000
175	11.200000
176	7.200000
177	10.200000
178	5.800000
179	3.800000
180	9.200000
181	17.900000
182	17.700000
183	14.400000
184	11.400000
185	6.000000
186	11.700000
187	10.500000
188	11.900000
189	16.800000
190	12.600000
191	10.500000
192	20.100000
193	4.900000
194	7.100000
195	21.800000
196	8.000000
197	13.000000
198	8.400000
199	10.900000
200	7.900000
201	21.800000
202	13.600000
203	10.100000
204	6.500000
205	17.700000
206	14.400000
207	21.100000
208	8.400000
209	13.500000
210	6.300000
211	13.700000
212	12.900000
213	15.200000
214	13.900000
215	9.700000
216	7.400000
217	4.500000
218	0.700000
219	11.500000
220	9.700000
221	8.700000
222	7.300000
223	19.000000
224	12.500000
225	8.700000
226	10.800000
227	10.300000
228	13.300000
229	12.500000
230	7.300000
231	13.300000
232	0.900000
233	23.500000
234	18.500000
235	8.200000
236	5.500000
237	11.400000
238	11.300000
239	18.500000
240	3.600000
241	11.800000
242	5.300000
243	27.200000
244	12.100000
245	5.800000
246	1.900000
247	8.600000
248	9.600000
249	11.300000
250	10.900000
251	16.200000
252	5.200000
253	5.200000
254	16.700000
255	3.600000
256	4.500000
257	4.200000
258	3.800000
259	1.000000
260	12.100000
261	7.800000
262	0.400000
263	1.300000
264	1.300000
265	4.800000
266	0.400000
267	0.000000
268	6.500000
269	7.500000
270	15.100000
271	0.000000
272	6.200000
273	0.000000
274	16.800000
275	7.800000
276	13.300000
277	10.400000
278	4.900000
279	0.000000
280	9.100000
281	9.700000
282	3.200000
283	9.700000
284	2.000000
285	9.700000
286	10.900000
287	17.200000
288	6.700000
289	9.400000
290	7.400000
291	7.400000
292	11.500000
293	7.400000
294	6.100000
295	4.400000
296	5.300000
297	4.300000
298	3.000000
299	7.400000
300	3.600000
301	11.100000
302	3.800000
303	15.800000
304	3.000000
305	13.300000
306	9.700000
307	2.100000
308	0.700000
309	4.300000
310	12.500000
311	4.400000
312	7.500000
313	15.000000
314	12.400000
315	7.100000
316	14.500000
317	13.000000
318	7.700000
319	19.200000
320	12.000000
321	18.700000
322	8.000000
323	14.000000
324	12.600000
325	4.300000
326	6.000000
327	3.600000
328	10.700000
329	7.500000
330	5.800000
331	8.000000
332	3.900000
333	8.500000
334	1.600000
335	6.700000
336	4.700000
337	14.800000
338	6.900000
339	0.500000
340	15.600000
341	6.000000
342	7.900000
343	12.600000
344	21.800000
345	9.600000
346	9.800000
347	21.700000
348	4.400000
349	4.200000
350	11.600000
351	1.600000
352	10.700000
353	0.700000
354	5.100000
355	6.800000
356	10.500000
357	6.200000
358	19.900000
359	11.100000
360	8.300000
361	4.200000
362	10.900000
363	8.000000
364	1.800000
365	8.100000
366	5.500000
367	1.400000
368	15.700000
369	17.300000
370	8.200000
371	11.100000
372	11.300000
373	12.900000
374	5.500000
375	9.200000
376	7.600000
377	9.400000
378	8.700000
379	15.700000
380	14.600000
381	13.100000
382	2.500000
383	9.300000
384	8.200000
385	6.000000
386	7.900000
387	9.600000
388	5.900000
389	8.600000
390	11.100000
391	11.900000
392	8.700000
393	8.800000
394	7.100000
395	3.500000
396	11.700000
397	10.600000
398	3.800000
399	2.600000
400	16.300000
401	3.900000
402	19.300000
403	16.200000
404	11.300000
405	24.500000
406	6.000000
407	4.100000
408	13.300000
409	5.000000
410	6.300000
411	5.800000
412	30.600000
413	11.200000
414	15.300000
415	6.700000
416	1.400000
417	3.200000
418	8.100000
419	6.400000
420	5.500000
421	9.700000
422	5.000000
423	0.300000
424	4.900000
425	2.300000
426	10.100000
427	4.700000
428	9.400000
429	14.500000
430	9.600000
431	14.000000
432	20.900000
433	3.800000
434	12.100000
435	12.400000
436	10.200000
437	5.200000
438	5.700000
439	0.700000
440	0.700000
441	14.800000
442	17.200000
443	3.200000
444	7.500000
445	13.000000
446	8.600000
447	14.900000
448	6.700000
449	4.000000
450	5.300000
451	5.200000
452	5.200000
453	9.000000
454	4.300000
455	17.400000
456	13.700000
457	17.500000
458	3.500000
459	5.000000
460	8.500000
461	4.700000
462	13.300000
463	11.400000
464	4.400000
465	16.500000
466	5.000000
467	10.600000
468	5.000000
469	5.000000
470	13.700000
471	1.900000
472	16.700000
473	14.000000
474	15.800000
475	13.200000
476	10.300000
477	8.500000
478	3.300000
479	1.900000
480	10.100000
481	3.900000
482	5.200000
483	21.300000
484	3.400000
485	6.400000
486	13.000000
487	9.100000
488	11.100000
489	1.000000
490	1.000000
491	8.100000
492	4.400000
493	6.200000
494	3.200000
495	0.000000
496	3.700000
497	5.200000
498	2.200000
499	5.800000
500	14.300000
501	1.200000
502	6.400000
503	0.300000
504	33.900000
505	10.500000
506	5.500000
507	8.700000
508	4.900000
509	17.100000
510	11.400000
511	9.400000
512	4.000000
513	7.100000
514	13.500000
515	7.100000
516	14.700000
517	3.900000
518	9.600000
519	1.300000
520	10.000000
521	0.000000
522	4.400000
523	12.300000
524	6.200000
525	0.300000
526	7.500000
527	13.300000
528	7.500000
529	6.100000
530	10.400000
531	10.100000
532	16.600000
533	10.100000
534	13.000000
535	18.100000
536	14.600000
537	8.000000
538	13.100000
539	6.400000
540	9.500000
541	23.200000
542	1.900000
543	11.800000
544	13.500000
545	6.200000
546	10.500000
547	13.600000
548	11.700000
549	14.900000
550	2.300000
551	7.900000
552	4.800000
553	8.300000
554	12.500000
555	1.500000
556	12.800000
557	18.300000
558	15.300000
559	5.900000
560	3.700000
561	10.400000
562	3.700000
563	3.700000
564	10.200000
565	4.300000
566	13.500000
567	4.200000
568	11.600000
569	5.100000
570	5.000000
571	10.300000
572	10.800000
573	12.800000
574	8.400000
575	4.100000
576	10.600000
577	11.700000
578	1.200000
579	9.000000
580	9.900000
581	13.700000
582	6.700000
583	1.100000
584	10.600000
585	12.400000
586	9.400000
587	18.300000
588	4.700000
589	2.000000
590	6.500000
591	5.500000
592	1.900000
593	12.100000
594	14.700000
595	4.900000
596	7.400000
597	10.500000
598	6.800000
599	20.200000
600	13.600000
601	1.500000
602	1.500000
603	2.200000
604	7.300000
605	15.700000
606	2.500000
607	5.300000
608	10.900000
609	10.000000
610	8.100000
611	9.000000
612	5.300000
613	4.000000
614	15.400000
615	4.000000
616	2.300000
617	6.300000
618	8.000000
619	1.600000
620	8.200000
621	8.500000
622	6.700000
623	2.300000
624	3.900000
625	16.000000
626	3.800000
627	15.600000
628	7.200000
629	7.200000
630	3.900000
631	6.900000
632	12.200000
633	15.800000
634	6.700000
635	4.900000
636	5.100000
637	11.500000
638	5.500000
639	3.600000
640	11.600000
641	9.400000
642	0.000000
643	8.600000
644	1.400000
645	4.500000
646	5.500000
647	1.600000
648	10.100000
649	4.500000
650	4.100000
651	7.600000
652	6.600000
653	5.200000
654	15.900000
655	9.500000
656	15.900000
657	14.800000
658	12.800000
659	9.200000
660	21.600000
661	5.400000
662	7.000000
663	1.800000
664	9.600000
665	6.500000
666	16.000000
667	10.400000
668	13.000000
669	8.300000
670	8.000000
671	8.900000
672	14.800000
673	10.200000
674	1.000000
675	8.900000
676	0.300000
677	4.800000
678	7.600000
679	11.500000
680	16.300000
681	11.800000
682	7.300000
683	11.600000
684	10.800000
685	21.200000
686	8.900000
687	4.900000
688	13.500000
689	5.800000
690	12.500000
691	7.100000
692	6.900000
693	11.400000
694	12.800000
695	9.400000
696	8.400000
697	5.700000
698	10.400000
699	5.500000
700	5.600000
701	12.000000
702	10.300000
703	13.900000
704	0.800000
